state,transaction_year,quater,districts,transaction_count,transaction_amount
meghalaya,2018,3,east khasi hills,54015,111173160.3
meghalaya,2018,3,west garo hills,17911,31488596.44
meghalaya,2018,3,ribhoi,13023,26072883.3
meghalaya,2018,3,east jaintia hills,11397,22683448.87
meghalaya,2018,3,west jaintia hills,3240,4571330.12
meghalaya,2018,3,south west garo hills,2740,4294444.448
meghalaya,2018,3,north garo hills,2271,1976480.206
meghalaya,2018,3,south garo hills,2110,2467349.257
meghalaya,2018,3,east garo hills,1323,1963470.781
meghalaya,2018,3,west khasi hills,1228,2146208.197
meghalaya,2018,3,East Khasi Hills,11883,14458549.38
meghalaya,2018,3,East Khasi Hills,11765,25835260.86
meghalaya,2018,3,Jaintia Hills,7878,14188319.58
meghalaya,2018,3,Ri Bhoi,7087,13434015.06
meghalaya,2018,3,West Garo Hills,4254,7160224.868
meghalaya,2018,3,East Khasi Hills,4002,10857672.01
meghalaya,2018,3,West Garo Hills,3971,6539166.436
meghalaya,2018,3,West Garo Hills,3734,6456455.718
meghalaya,2018,3,East Khasi Hills,3724,8621736.17
meghalaya,2018,3,East Khasi Hills,2921,3690909.015
meghalaya,2018,4,east khasi hills,70386,167808906.8
meghalaya,2018,4,west garo hills,29000,52674487.37
meghalaya,2018,4,east jaintia hills,20614,37885027.67
meghalaya,2018,4,ribhoi,18294,42066652.87
meghalaya,2018,4,west jaintia hills,4693,7562803.761
meghalaya,2018,4,north garo hills,4011,4590211.26
meghalaya,2018,4,south west garo hills,3950,4531236.408
meghalaya,2018,4,south garo hills,3037,6001319.097
meghalaya,2018,4,west khasi hills,2821,5962239.03
meghalaya,2018,4,east garo hills,2808,5832920.484
meghalaya,2018,4,East Khasi Hills,15970,40796934.65
meghalaya,2018,4,East Khasi Hills,14358,28490192.39
meghalaya,2018,4,Jaintia Hills,10538,23552874.57
meghalaya,2018,4,West Garo Hills,9404,14388348.38
meghalaya,2018,4,Ri Bhoi,9221,21905952.47
meghalaya,2018,4,Jaintia Hills,7828,6620807.693
meghalaya,2018,4,West Garo Hills,6102,11176948.68
meghalaya,2018,4,East Khasi Hills,5184,13068701.78
meghalaya,2018,4,West Garo Hills,5179,10377005.14
meghalaya,2018,4,East Khasi Hills,4851,13033139.82
meghalaya,2018,2,east khasi hills,33966,61180700.48
meghalaya,2018,2,west garo hills,10651,19685429.15
meghalaya,2018,2,ribhoi,8761,14181827.92
meghalaya,2018,2,east jaintia hills,6004,13059945.84
meghalaya,2018,2,west jaintia hills,2232,2312980.333
meghalaya,2018,2,south west garo hills,1767,1724404.675
meghalaya,2018,2,north garo hills,1403,1278347.188
meghalaya,2018,2,south garo hills,1103,1553253.932
meghalaya,2018,2,east garo hills,832,1032161.169
meghalaya,2018,2,west khasi hills,742,684129.9553
meghalaya,2018,2,East Khasi Hills,7159,14913054.71
meghalaya,2018,2,East Khasi Hills,6136,10310363.43
meghalaya,2018,2,Ri Bhoi,5129,7424696.232
meghalaya,2018,2,Jaintia Hills,4566,9791290.934
meghalaya,2018,2,West Garo Hills,2982,4358257.117
meghalaya,2018,2,West Garo Hills,2973,5665655.61
meghalaya,2018,2,East Khasi Hills,2765,4038235.734
meghalaya,2018,2,East Khasi Hills,2668,3708245.668
meghalaya,2018,2,East Khasi Hills,2396,5164910.263
meghalaya,2018,2,West Garo Hills,1990,3441094.526
meghalaya,2018,1,east khasi hills,23283,31807959.18
meghalaya,2018,1,west garo hills,7660,9199200.849
meghalaya,2018,1,ribhoi,6029,8736566.954
meghalaya,2018,1,east jaintia hills,4896,8299361.376
meghalaya,2018,1,west jaintia hills,3131,2812937.948
meghalaya,2018,1,west khasi hills,1079,1647761.337
meghalaya,2018,1,north garo hills,922,652554.6655
meghalaya,2018,1,south west garo hills,798,1015597.235
meghalaya,2018,1,east garo hills,749,781579.3759
meghalaya,2018,1,south garo hills,705,807410.0407
meghalaya,2018,1,East Khasi Hills,6326,6240111.072
meghalaya,2018,1,East Khasi Hills,5245,8652691.778
meghalaya,2018,1,Ri Bhoi,3563,4766271.02
meghalaya,2018,1,Jaintia Hills,3343,5290588.53
meghalaya,2018,1,West Garo Hills,2197,2975311.229
meghalaya,2018,1,West Garo Hills,1873,1540690.026
meghalaya,2018,1,Jaintia Hills,1551,1429788.423
meghalaya,2018,1,East Khasi Hills,1549,2521411.524
meghalaya,2018,1,West Garo Hills,1494,1672332.214
meghalaya,2018,1,West Garo Hills,1448,2307282.756
meghalaya,2021,3,east khasi hills,475308,1267820067
meghalaya,2021,3,west garo hills,207635,550868915.2
meghalaya,2021,3,ribhoi,135524,337135306.8
meghalaya,2021,3,east jaintia hills,103142,254116660
meghalaya,2021,3,west jaintia hills,37590,71888903.26
meghalaya,2021,3,north garo hills,30790,56346103.94
meghalaya,2021,3,east garo hills,29654,54695590.92
meghalaya,2021,3,south west garo hills,28662,59140851.36
meghalaya,2021,3,south garo hills,23378,50417337.28
meghalaya,2021,3,west khasi hills,17524,45708478
meghalaya,2021,3,East Khasi Hills,207464,530904907.2
meghalaya,2021,3,Jaintia Hills,66079,138267841.7
meghalaya,2021,3,Ri Bhoi,65749,174667201.9
meghalaya,2021,3,West Garo Hills,55480,120467614.2
meghalaya,2021,3,West Garo Hills,50251,166891324.2
meghalaya,2021,3,East Khasi Hills,43791,129825349.2
meghalaya,2021,3,West Garo Hills,35755,91612880.48
meghalaya,2021,3,West Garo Hills,33796,92968033.62
meghalaya,2021,3,East Khasi Hills,33163,80876112.09
meghalaya,2021,3,Ri Bhoi,30417,68272870.04
meghalaya,2021,4,east khasi hills,602012,1647841436
meghalaya,2021,4,west garo hills,261543,746098768.1
meghalaya,2021,4,ribhoi,210094,495239611.1
meghalaya,2021,4,east jaintia hills,140522,371541323.5
meghalaya,2021,4,west jaintia hills,43460,98276171.06
meghalaya,2021,4,north garo hills,38565,88113799.76
meghalaya,2021,4,east garo hills,37744,79675265.12
meghalaya,2021,4,south west garo hills,35153,76249072.06
meghalaya,2021,4,west khasi hills,29960,108595108.9
meghalaya,2021,4,south garo hills,28989,89662812.04
meghalaya,2021,4,East Khasi Hills,263013,690414224.2
meghalaya,2021,4,Ri Bhoi,117054,278722454.7
meghalaya,2021,4,Jaintia Hills,87932,196204865.7
meghalaya,2021,4,West Garo Hills,73841,191081991.3
meghalaya,2021,4,West Garo Hills,71698,231647775.4
meghalaya,2021,4,East Khasi Hills,54401,172263562.3
meghalaya,2021,4,West Garo Hills,42891,119992937.3
meghalaya,2021,4,East Khasi Hills,39907,101569097.1
meghalaya,2021,4,Ri Bhoi,39688,91336742.41
meghalaya,2021,4,West Garo Hills,38836,109403120.2
meghalaya,2021,2,east khasi hills,386773,994348113.9
meghalaya,2021,2,west garo hills,174186,437555569.8
meghalaya,2021,2,ribhoi,111231,265892507.5
meghalaya,2021,2,east jaintia hills,87223,205906820.9
meghalaya,2021,2,west jaintia hills,30529,53732989.36
meghalaya,2021,2,north garo hills,25028,37984069.23
meghalaya,2021,2,south west garo hills,24491,47526700.9
meghalaya,2021,2,east garo hills,24431,42603145.83
meghalaya,2021,2,south garo hills,21894,48819031.96
meghalaya,2021,2,west khasi hills,16590,41326043.5
meghalaya,2021,2,East Khasi Hills,165598,426313703.5
meghalaya,2021,2,Jaintia Hills,57026,115283269
meghalaya,2021,2,Ri Bhoi,48528,131101653.9
meghalaya,2021,2,West Garo Hills,48384,107138411.3
meghalaya,2021,2,West Garo Hills,43088,137176096.5
meghalaya,2021,2,East Khasi Hills,34320,92640341.41
meghalaya,2021,2,West Garo Hills,27790,64440313.69
meghalaya,2021,2,West Garo Hills,27136,65710918.69
meghalaya,2021,2,East Khasi Hills,27035,63624325.08
meghalaya,2021,2,Ri Bhoi,25533,52914945.55
meghalaya,2021,1,east khasi hills,322156,915771307.2
meghalaya,2021,1,west garo hills,133362,370492803.5
meghalaya,2021,1,ribhoi,98957,266571316.1
meghalaya,2021,1,east jaintia hills,70732,205454314.8
meghalaya,2021,1,west jaintia hills,24312,53826602.11
meghalaya,2021,1,south garo hills,19054,44351833.96
meghalaya,2021,1,north garo hills,18850,37908696.16
meghalaya,2021,1,south west garo hills,18591,41861206.7
meghalaya,2021,1,east garo hills,18473,40212217.24
meghalaya,2021,1,west khasi hills,16947,60183253.85
meghalaya,2021,1,East Khasi Hills,135187,386470990.4
meghalaya,2021,1,Ri Bhoi,47550,142699873.1
meghalaya,2021,1,Jaintia Hills,43747,105030977.5
meghalaya,2021,1,West Garo Hills,31553,109155457.6
meghalaya,2021,1,West Garo Hills,30637,76541640.33
meghalaya,2021,1,East Khasi Hills,29718,85654930.73
meghalaya,2021,1,West Garo Hills,24109,67301542.41
meghalaya,2021,1,West Garo Hills,23620,60607668.95
meghalaya,2021,1,East Khasi Hills,22762,57330709.17
meghalaya,2021,1,Ri Bhoi,19946,46084786.68
meghalaya,2023,2,east khasi hills,1584287,3308371744
meghalaya,2023,2,west garo hills,1313181,3093601156
meghalaya,2023,2,ribhoi,849150,1540619034
meghalaya,2023,2,east jaintia hills,602439,1411515511
meghalaya,2023,2,west jaintia hills,143311,363450970
meghalaya,2023,2,south west garo hills,138973,324256480
meghalaya,2023,2,east garo hills,119181,259323245
meghalaya,2023,2,north garo hills,113361,215038091
meghalaya,2023,2,south garo hills,104600,273407662
meghalaya,2023,2,west khasi hills,71353,167896488
meghalaya,2023,2,Ri Bhoi,506038,906418719
meghalaya,2023,2,West Garo Hills,488458,1094387084
meghalaya,2023,2,East Khasi Hills,440374,853535712
meghalaya,2023,2,West Garo Hills,436676,1165226968
meghalaya,2023,2,Jaintia Hills,384625,651666753
meghalaya,2023,2,East Khasi Hills,168260,419601858
meghalaya,2023,2,Ri Bhoi,152164,301895446
meghalaya,2023,2,Jaintia Hills,143648,506214607
meghalaya,2023,2,West Garo Hills,136421,289480099
meghalaya,2023,2,East Khasi Hills,134094,308707152
meghalaya,2023,1,east khasi hills,1220563,2680323809
meghalaya,2023,1,west garo hills,1041221,2765563809
meghalaya,2023,1,ribhoi,729560,1474982935
meghalaya,2023,1,east jaintia hills,515136,1371613773
meghalaya,2023,1,west jaintia hills,134028,377216408
meghalaya,2023,1,south west garo hills,112416,302145041
meghalaya,2023,1,east garo hills,102374,230703822
meghalaya,2023,1,north garo hills,97035,198957381
meghalaya,2023,1,south garo hills,95917,276701570
meghalaya,2023,1,west khasi hills,81929,283510432
meghalaya,2023,1,Ri Bhoi,420175,849783871
meghalaya,2023,1,West Garo Hills,377010,921325526
meghalaya,2023,1,West Garo Hills,345431,1101087793
meghalaya,2023,1,East Khasi Hills,333990,692603254
meghalaya,2023,1,Jaintia Hills,318372,619782447
meghalaya,2023,1,Ri Bhoi,136689,285952534
meghalaya,2023,1,East Khasi Hills,133138,364095743
meghalaya,2023,1,Jaintia Hills,131790,506920518
meghalaya,2023,1,West Garo Hills,115701,272826072
meghalaya,2023,1,East Khasi Hills,105845,240993376
meghalaya,2020,3,east khasi hills,239307,571789473.6
meghalaya,2020,3,west garo hills,117550,249575864.7
meghalaya,2020,3,ribhoi,64590,138771339.7
meghalaya,2020,3,east jaintia hills,52534,99669877.91
meghalaya,2020,3,west jaintia hills,28622,39860361.24
meghalaya,2020,3,south west garo hills,19536,31848167.46
meghalaya,2020,3,east garo hills,19353,30405909.15
meghalaya,2020,3,north garo hills,17943,23618250.66
meghalaya,2020,3,south garo hills,17171,23368652.18
meghalaya,2020,3,west khasi hills,15031,19820539.5
meghalaya,2020,3,East Khasi Hills,64872,184743614.2
meghalaya,2020,3,Jaintia Hills,30783,57545869.04
meghalaya,2020,3,Ri Bhoi,27591,66215432.86
meghalaya,2020,3,East Khasi Hills,25567,60802742.84
meghalaya,2020,3,West Garo Hills,25373,50664604.68
meghalaya,2020,3,West Garo Hills,24905,53652092.52
meghalaya,2020,3,West Garo Hills,22882,59399190.75
meghalaya,2020,3,East Khasi Hills,21592,43087330.9
meghalaya,2020,3,West Garo Hills,21547,47873284.32
meghalaya,2020,3,East Khasi Hills,16753,38314852.84
meghalaya,2020,4,east khasi hills,298622,777719090.2
meghalaya,2020,4,west garo hills,149536,362364388
meghalaya,2020,4,ribhoi,90879,223682008
meghalaya,2020,4,east jaintia hills,65059,162952261
meghalaya,2020,4,west jaintia hills,32267,55102701.17
meghalaya,2020,4,south west garo hills,24078,49584665.88
meghalaya,2020,4,east garo hills,23262,41847990.16
meghalaya,2020,4,south garo hills,22487,34586748.63
meghalaya,2020,4,north garo hills,22048,36801863.78
meghalaya,2020,4,west khasi hills,18440,41431802.48
meghalaya,2020,4,East Khasi Hills,83561,243804216.5
meghalaya,2020,4,Ri Bhoi,41902,122314911.8
meghalaya,2020,4,Jaintia Hills,39853,84641953.64
meghalaya,2020,4,East Khasi Hills,35148,90824743.22
meghalaya,2020,4,West Garo Hills,30771,73373737.28
meghalaya,2020,4,West Garo Hills,30734,86993928.46
meghalaya,2020,4,West Garo Hills,29717,68562680.95
meghalaya,2020,4,West Garo Hills,29667,72534395.9
meghalaya,2020,4,East Khasi Hills,26651,60635630.16
meghalaya,2020,4,East Khasi Hills,20922,52343345.74
meghalaya,2020,2,east khasi hills,294655,669450297.9
meghalaya,2020,2,west garo hills,107355,178844205.7
meghalaya,2020,2,ribhoi,60451,108416383.2
meghalaya,2020,2,east jaintia hills,50077,79110098.9
meghalaya,2020,2,west jaintia hills,26041,22356066.44
meghalaya,2020,2,south west garo hills,20761,21835410.25
meghalaya,2020,2,east garo hills,19865,19379120.26
meghalaya,2020,2,north garo hills,19393,16949021.85
meghalaya,2020,2,south garo hills,15934,18498464.71
meghalaya,2020,2,west khasi hills,14911,13551099.23
meghalaya,2020,2,East Khasi Hills,82349,214418577.1
meghalaya,2020,2,East Khasi Hills,70788,193010397.6
meghalaya,2020,2,Jaintia Hills,28832,47657281.15
meghalaya,2020,2,West Garo Hills,24842,56811190.42
meghalaya,2020,2,Ri Bhoi,24250,52144803.32
meghalaya,2020,2,West Garo Hills,21478,34647259.56
meghalaya,2020,2,West Garo Hills,21074,36943959.07
meghalaya,2020,2,West Garo Hills,20774,28346124.39
meghalaya,2020,2,East Khasi Hills,19781,32336628.06
meghalaya,2020,2,East Khasi Hills,16882,33226515.24
meghalaya,2020,1,east khasi hills,280817,712010339.2
meghalaya,2020,1,west garo hills,65263,130098803.7
meghalaya,2020,1,ribhoi,51789,109400759.5
meghalaya,2020,1,east jaintia hills,36855,76021760.04
meghalaya,2020,1,west jaintia hills,15784,22057088.95
meghalaya,2020,1,south west garo hills,10582,14322530.89
meghalaya,2020,1,south garo hills,10483,11902327.51
meghalaya,2020,1,east garo hills,10003,15050504.88
meghalaya,2020,1,north garo hills,9622,11664668.29
meghalaya,2020,1,west khasi hills,7569,12185453.5
meghalaya,2020,1,East Khasi Hills,103312,285965673.4
meghalaya,2020,1,East Khasi Hills,81054,223117575.9
meghalaya,2020,1,Ri Bhoi,24418,57033079.52
meghalaya,2020,1,Jaintia Hills,23907,47019739.76
meghalaya,2020,1,West Garo Hills,14847,35002277.88
meghalaya,2020,1,West Garo Hills,14318,22670338.29
meghalaya,2020,1,West Garo Hills,13517,29171032.31
meghalaya,2020,1,East Khasi Hills,12926,26418953.02
meghalaya,2020,1,East Khasi Hills,11987,25544122.56
meghalaya,2020,1,West Garo Hills,11922,24914660.28
meghalaya,2022,3,east khasi hills,2924522,6137770373
meghalaya,2022,3,west garo hills,508052,1283479556
meghalaya,2022,3,ribhoi,400075,825278960.5
meghalaya,2022,3,east jaintia hills,241204,633317484.1
meghalaya,2022,3,west jaintia hills,62798,171112837
meghalaya,2022,3,south west garo hills,48898,121831916
meghalaya,2022,3,north garo hills,48727,107884419.6
meghalaya,2022,3,east garo hills,47047,99390252.25
meghalaya,2022,3,south garo hills,35206,88310719.84
meghalaya,2022,3,west khasi hills,29296,87822016.1
meghalaya,2022,3,East Khasi Hills,2175126,4365875116
meghalaya,2022,3,East Khasi Hills,231014,516581059.4
meghalaya,2022,3,Ri Bhoi,209752,416173329.5
meghalaya,2022,3,West Garo Hills,157661,361568000.3
meghalaya,2022,3,Jaintia Hills,141889,306811770.3
meghalaya,2022,3,West Garo Hills,123858,374425608.3
meghalaya,2022,3,West Garo Hills,122514,272020236.7
meghalaya,2022,3,East Khasi Hills,85048,236293089
meghalaya,2022,3,Ri Bhoi,68397,146011581.3
meghalaya,2022,3,Ri Bhoi,63536,127365311.1
meghalaya,2022,4,east khasi hills,2285868,4886013367
meghalaya,2022,4,west garo hills,612945,1565478827
meghalaya,2022,4,ribhoi,416100,855262410.3
meghalaya,2022,4,east jaintia hills,252554,698736182.3
meghalaya,2022,4,west jaintia hills,81501,229129661.9
meghalaya,2022,4,east garo hills,59445,143293321.8
meghalaya,2022,4,south west garo hills,59231,150334364.9
meghalaya,2022,4,north garo hills,59149,130072498.4
meghalaya,2022,4,south garo hills,47478,134393051.4
meghalaya,2022,4,west khasi hills,41404,141954215.1
meghalaya,2022,4,East Khasi Hills,1577217,3214355276
meghalaya,2022,4,Ri Bhoi,239315,491850012.2
meghalaya,2022,4,East Khasi Hills,207191,453102783.5
meghalaya,2022,4,West Garo Hills,204321,486310933.3
meghalaya,2022,4,West Garo Hills,166376,506634254.4
meghalaya,2022,4,Jaintia Hills,155563,328805254.1
meghalaya,2022,4,West Garo Hills,127431,284276960.4
meghalaya,2022,4,East Khasi Hills,85470,244536709
meghalaya,2022,4,Ri Bhoi,73640,157514222.5
meghalaya,2022,4,Ri Bhoi,68797,125896250.4
meghalaya,2022,2,east khasi hills,853333,2156500112
meghalaya,2022,2,west garo hills,392151,1150602955
meghalaya,2022,2,ribhoi,337102,755786725.1
meghalaya,2022,2,east jaintia hills,193196,502640751.8
meghalaya,2022,2,west jaintia hills,56272,152394109.7
meghalaya,2022,2,east garo hills,46150,106793207.8
meghalaya,2022,2,north garo hills,44965,92496675.79
meghalaya,2022,2,south west garo hills,43006,118240788.9
meghalaya,2022,2,south garo hills,33680,92292848.07
meghalaya,2022,2,west khasi hills,31223,103764884.9
meghalaya,2022,2,East Khasi Hills,365755,881158453.7
meghalaya,2022,2,Ri Bhoi,188283,413900997.1
meghalaya,2022,2,West Garo Hills,129378,347876781.5
meghalaya,2022,2,Jaintia Hills,125897,276573197.8
meghalaya,2022,2,West Garo Hills,111128,395124843.6
meghalaya,2022,2,East Khasi Hills,72475,209881832.5
meghalaya,2022,2,Ri Bhoi,61200,139890522
meghalaya,2022,2,Ri Bhoi,59776,139320224.8
meghalaya,2022,2,East Khasi Hills,56579,145074946.3
meghalaya,2022,2,West Garo Hills,54049,144392050
meghalaya,2022,1,east khasi hills,653082,1762837936
meghalaya,2022,1,west garo hills,325791,991586557.2
meghalaya,2022,1,ribhoi,257923,624403404.8
meghalaya,2022,1,east jaintia hills,169484,496156278.4
meghalaya,2022,1,west jaintia hills,49196,126597671.4
meghalaya,2022,1,south garo hills,43827,166412749.6
meghalaya,2022,1,east garo hills,42878,97659034.31
meghalaya,2022,1,north garo hills,42030,87894203.47
meghalaya,2022,1,south west garo hills,39644,98249285.5
meghalaya,2022,1,west khasi hills,36687,148090837.1
meghalaya,2022,1,East Khasi Hills,276853,725122188.7
meghalaya,2022,1,Ri Bhoi,146497,358732686.6
meghalaya,2022,1,Jaintia Hills,104592,258096527.6
meghalaya,2022,1,West Garo Hills,100267,360153597.6
meghalaya,2022,1,West Garo Hills,97389,281145669.2
meghalaya,2022,1,East Khasi Hills,59028,183373999.5
meghalaya,2022,1,Ri Bhoi,45968,104363058.9
meghalaya,2022,1,West Garo Hills,45495,125397296.5
meghalaya,2022,1,West Garo Hills,43770,115738929.5
meghalaya,2022,1,Jaintia Hills,43235,155876216
meghalaya,2019,3,east khasi hills,156970,344129503.5
meghalaya,2019,3,west garo hills,45652,90390851.33
meghalaya,2019,3,ribhoi,36292,73979318.04
meghalaya,2019,3,east jaintia hills,28604,50090916.58
meghalaya,2019,3,west jaintia hills,8947,11292434.24
meghalaya,2019,3,south west garo hills,6405,9676872.05
meghalaya,2019,3,north garo hills,6329,7479871.09
meghalaya,2019,3,east garo hills,5970,8134689.123
meghalaya,2019,3,south garo hills,4768,7846736.259
meghalaya,2019,3,west khasi hills,4604,6779362.113
meghalaya,2019,3,East Khasi Hills,47462,111694863.9
meghalaya,2019,3,East Khasi Hills,31145,68316585.31
meghalaya,2019,3,Jaintia Hills,18397,33108395.85
meghalaya,2019,3,Ri Bhoi,17736,36297169.54
meghalaya,2019,3,West Garo Hills,10853,19322241.8
meghalaya,2019,3,East Khasi Hills,10365,21827382.4
meghalaya,2019,3,West Garo Hills,9799,22332798.39
meghalaya,2019,3,West Garo Hills,9656,20429507.43
meghalaya,2019,3,East Khasi Hills,9022,21023651.24
meghalaya,2019,3,East Khasi Hills,7815,16618368.83
meghalaya,2019,4,east khasi hills,189936,413649820
meghalaya,2019,4,west garo hills,51137,104063298.2
meghalaya,2019,4,ribhoi,42953,90622918.29
meghalaya,2019,4,east jaintia hills,31575,61615652.5
meghalaya,2019,4,west jaintia hills,11750,16126169.37
meghalaya,2019,4,north garo hills,8449,11018090.11
meghalaya,2019,4,east garo hills,7811,11523924.1
meghalaya,2019,4,south west garo hills,7301,11722163.48
meghalaya,2019,4,south garo hills,7020,9901296.404
meghalaya,2019,4,west khasi hills,5296,8007467.183
meghalaya,2019,4,East Khasi Hills,64202,141840260
meghalaya,2019,4,East Khasi Hills,41000,85894629.65
meghalaya,2019,4,Jaintia Hills,20905,37586960.52
meghalaya,2019,4,Ri Bhoi,20737,46083094.5
meghalaya,2019,4,East Khasi Hills,11705,23534585.17
meghalaya,2019,4,West Garo Hills,11569,22619785.42
meghalaya,2019,4,West Garo Hills,11417,25059701.62
meghalaya,2019,4,West Garo Hills,10833,23317622.53
meghalaya,2019,4,East Khasi Hills,10180,20840088.27
meghalaya,2019,4,Ri Bhoi,9225,22415880.33
meghalaya,2019,2,east khasi hills,126665,274701980.6
meghalaya,2019,2,west garo hills,32077,70701852.44
meghalaya,2019,2,ribhoi,27488,61625177.51
meghalaya,2019,2,east jaintia hills,21325,43624217.36
meghalaya,2019,2,west jaintia hills,5226,9713762.899
meghalaya,2019,2,south west garo hills,4563,6981663.15
meghalaya,2019,2,east garo hills,3926,6785815.738
meghalaya,2019,2,north garo hills,3804,4329558.192
meghalaya,2019,2,south garo hills,3048,7076537.052
meghalaya,2019,2,west khasi hills,3012,4711717.24
meghalaya,2019,2,East Khasi Hills,49250,90504986.24
meghalaya,2019,2,East Khasi Hills,22222,55877235.39
meghalaya,2019,2,Jaintia Hills,14510,28610121.08
meghalaya,2019,2,Ri Bhoi,13302,29851975.84
meghalaya,2019,2,West Garo Hills,7819,17407836.42
meghalaya,2019,2,West Garo Hills,7062,13833419.89
meghalaya,2019,2,East Khasi Hills,6978,14917142.69
meghalaya,2019,2,West Garo Hills,6715,14757332.89
meghalaya,2019,2,East Khasi Hills,6190,16088134.96
meghalaya,2019,2,West Garo Hills,6158,14243341.37
meghalaya,2019,1,east khasi hills,101662,201352082.7
meghalaya,2019,1,west garo hills,30087,58548564.17
meghalaya,2019,1,ribhoi,27304,55813436.17
meghalaya,2019,1,east jaintia hills,25054,46007520.56
meghalaya,2019,1,west jaintia hills,5411,7594602.552
meghalaya,2019,1,south west garo hills,3819,4558241.545
meghalaya,2019,1,north garo hills,3816,4016398.106
meghalaya,2019,1,west khasi hills,3646,5045464.405
meghalaya,2019,1,east garo hills,3529,6495149.29
meghalaya,2019,1,south garo hills,3146,7486873.331
meghalaya,2019,1,East Khasi Hills,28260,47614066.46
meghalaya,2019,1,East Khasi Hills,20618,46460197.12
meghalaya,2019,1,Jaintia Hills,14958,28395154.11
meghalaya,2019,1,Ri Bhoi,14090,29092921.44
meghalaya,2019,1,West Garo Hills,8432,16562926.6
meghalaya,2019,1,Jaintia Hills,7527,9756768.051
meghalaya,2019,1,East Khasi Hills,6472,12712694.05
meghalaya,2019,1,West Garo Hills,6386,10540968.33
meghalaya,2019,1,East Khasi Hills,6077,13402205.5
meghalaya,2019,1,East Khasi Hills,5923,14086152.17
manipur,2018,3,imphal east,60511,89605715.78
manipur,2018,3,imphal west,53577,121033722.1
manipur,2018,3,thoubal,19399,34092748.24
manipur,2018,3,bishnupur,13649,24368236.71
manipur,2018,3,kangpokpi,9151,27937402.09
manipur,2018,3,churachandpur,8671,27468832.41
manipur,2018,3,kakching,4590,9968419.418
manipur,2018,3,jiribam,3959,6601625.253
manipur,2018,3,ukhrul,3600,9802720.723
manipur,2018,3,tengnoupal,3282,13385091.18
manipur,2018,3,Imphal East,22448,15778360.21
manipur,2018,3,Imphal West,22196,61681660.67
manipur,2018,3,Imphal West,15883,31271196.17
manipur,2018,3,Thoubal,10525,20443510.77
manipur,2018,3,Bishnupur,8504,12631267.78
manipur,2018,3,Thoubal,7723,11875212.23
manipur,2018,3,Imphal West,6976,9049086.683
manipur,2018,3,Thoubal,6292,9524903.276
manipur,2018,3,Imphal West,6228,10405423.89
manipur,2018,3,Imphal East,5771,11283039.74
manipur,2018,4,imphal west,71845,181598328.2
manipur,2018,4,imphal east,54610,129176222.4
manipur,2018,4,thoubal,24817,52899731.29
manipur,2018,4,bishnupur,19048,37263259.12
manipur,2018,4,churachandpur,14801,54503246.75
manipur,2018,4,kangpokpi,13325,42081524.61
manipur,2018,4,kakching,6508,13429124
manipur,2018,4,jiribam,5444,13414981.16
manipur,2018,4,tengnoupal,5426,22155446.63
manipur,2018,4,tamenglong,4866,13057576.01
manipur,2018,4,Imphal West,32711,95104886.51
manipur,2018,4,Imphal West,19824,48128337.59
manipur,2018,4,Thoubal,12501,27087023.26
manipur,2018,4,Bishnupur,10795,19534498.36
manipur,2018,4,Thoubal,9494,18953989.77
manipur,2018,4,Imphal West,7849,13377220.7
manipur,2018,4,Thoubal,7506,16701062.64
manipur,2018,4,Imphal West,7121,22565426.58
manipur,2018,4,Senapati,7028,25299899.69
manipur,2018,4,Imphal East,6971,12533403.84
manipur,2018,2,imphal west,46604,84363001.79
manipur,2018,2,imphal east,42065,54561898.75
manipur,2018,2,thoubal,20689,17968719.22
manipur,2018,2,bishnupur,11338,19352100.54
manipur,2018,2,churachandpur,7110,18055703.27
manipur,2018,2,kangpokpi,6741,20315625.92
manipur,2018,2,kakching,3879,6411513.657
manipur,2018,2,ukhrul,2800,6394470.819
manipur,2018,2,jiribam,2710,6467614.408
manipur,2018,2,tengnoupal,2080,6077962.243
manipur,2018,2,Imphal West,18869,44371601.79
manipur,2018,2,Imphal West,11421,20780535.1
manipur,2018,2,Thoubal,10598,10328620.3
manipur,2018,2,Thoubal,8787,4411550.309
manipur,2018,2,Thoubal,8124,6416280.939
manipur,2018,2,Imphal East,7956,6424120.17
manipur,2018,2,Thoubal,7677,7402520.413
manipur,2018,2,Bishnupur,7109,10382916.5
manipur,2018,2,Imphal West,6537,7127037.549
manipur,2018,2,Imphal East,5110,8471239.484
manipur,2018,1,imphal west,29863,46026262.67
manipur,2018,1,imphal east,21960,26028937.81
manipur,2018,1,thoubal,8288,8366772.888
manipur,2018,1,bishnupur,7005,11341627.67
manipur,2018,1,kangpokpi,4187,12129421.38
manipur,2018,1,churachandpur,4081,11708258.72
manipur,2018,1,kakching,1622,1924584.238
manipur,2018,1,ukhrul,1399,1647288.665
manipur,2018,1,jiribam,1305,3564799.452
manipur,2018,1,tamenglong,1007,1709209.246
manipur,2018,1,Imphal West,12606,23682933.58
manipur,2018,1,Imphal West,8487,10244714.68
manipur,2018,1,Bishnupur,4140,6458893.324
manipur,2018,1,Thoubal,4015,1947352.884
manipur,2018,1,Thoubal,4012,3186030.475
manipur,2018,1,Imphal West,3749,4170135.426
manipur,2018,1,Thoubal,3632,3526963.202
manipur,2018,1,Imphal East,3285,2936870.675
manipur,2018,1,Imphal West,3020,4270672.741
